questionsAnswered,correct answers,timeSpent,halfCorrect,reversed,questionsSkipped,answerChanges,flaggedQuestions,label
29,18,24.83,3,2,5,1,4,moyen
38,29,14.04,6,1,0,6,1,moyen
37,33,21.54,0,3,2,4,3,moyen
33,22,16.1,6,2,13,6,4,moyen
35,29,16.45,5,0,15,1,4,moyen
33,23,21.9,9,1,9,3,1,moyen
32,31,12.75,0,1,13,3,2,moyen
31,30,23.31,0,0,18,2,4,moyen
35,25,21.58,4,2,15,4,0,moyen
43,33,13.48,4,5,6,1,5,moyen
30,20,17.92,5,5,1,0,5,moyen
29,24,16.3,0,5,6,2,4,moyen
40,39,23.23,1,0,9,3,4,fort
36,22,24.34,5,1,19,1,4,moyen
43,43,18.51,0,0,4,2,4,très fort
36,32,22.75,1,3,13,6,1,moyen
42,39,19.69,1,1,1,1,1,fort
31,20,20.74,2,2,4,6,1,moyen
42,36,19.23,2,1,14,0,5,fort
29,20,17.04,3,5,20,3,3,moyen
39,28,22.71,4,1,20,1,5,moyen
36,34,17.95,2,0,2,0,2,fort
40,31,14.36,8,1,0,1,3,moyen
41,41,15.07,0,0,16,4,2,très fort
42,42,24.28,0,0,7,6,0,fort
44,37,13.79,4,3,9,0,5,moyen
38,27,19.67,4,1,6,6,1,moyen
43,35,18.14,2,0,20,0,0,moyen
44,28,23.74,8,2,20,2,1,moyen
32,21,23.71,7,2,13,0,5,moyen
30,27,12.23,1,2,5,1,1,moyen
41,36,13.58,5,0,17,1,4,moyen
41,28,17.36,3,4,20,3,5,moyen
30,18,13.58,5,4,12,1,1,moyen
33,32,15.36,1,0,20,3,5,fort
33,33,14.62,0,0,11,5,0,fort
30,29,21.59,1,0,1,3,1,moyen
30,28,14.17,0,0,2,4,0,moyen
33,25,14.25,2,5,7,3,5,moyen
29,18,12.52,1,2,6,5,3,moyen
39,25,14.67,6,4,1,4,3,moyen
44,30,16.03,1,1,6,2,4,moyen
38,29,13.88,6,3,20,4,5,moyen
41,34,21.57,6,0,1,2,1,moyen
29,29,24.67,0,0,8,5,2,moyen
29,23,18.57,6,0,12,3,4,moyen
32,26,21.13,4,0,2,0,4,moyen
33,20,17.54,7,2,14,0,1,moyen
31,22,21.84,5,4,19,1,5,moyen
41,29,18.07,6,4,14,4,2,moyen
32,22,18.47,3,2,12,1,3,moyen
30,21,22.96,0,5,9,1,0,moyen
36,33,14.56,3,0,18,3,4,moyen
32,25,24.23,6,0,15,5,3,moyen
43,26,22.36,5,2,18,0,4,moyen
38,36,17.56,1,1,17,1,5,fort
32,28,16.7,4,0,2,1,3,moyen
34,22,15.17,2,4,17,1,1,moyen
32,23,23.09,1,5,16,5,4,moyen
31,31,21.19,0,0,4,6,5,moyen
32,22,24.82,10,0,9,2,5,moyen
41,25,14.08,6,4,18,4,3,moyen
30,24,16.13,0,3,14,3,3,moyen
38,37,13.15,1,0,6,4,2,fort
35,22,21.05,1,0,13,0,4,moyen
35,29,12.41,1,1,11,3,3,moyen
43,41,20.67,1,0,15,6,0,fort
37,31,13.63,5,1,16,1,3,moyen
33,24,22.9,4,0,18,6,3,moyen
35,21,21.15,10,1,19,5,2,moyen
32,26,18.07,4,2,20,6,0,moyen
37,36,20.73,1,0,19,3,1,fort
39,32,21.17,0,4,1,0,1,moyen
31,21,22.71,1,2,15,3,1,moyen
35,27,17.79,0,5,5,4,2,moyen
38,28,20.13,5,1,17,4,2,moyen
43,35,13.62,1,5,4,6,3,moyen
37,32,23.35,2,3,20,3,3,moyen
43,41,18.54,2,0,7,3,3,fort
35,32,21.56,3,0,16,2,1,moyen
40,34,20.08,2,1,6,1,5,fort
42,37,14.32,2,1,14,2,0,fort
40,33,23.45,2,0,9,0,3,moyen
36,22,19.38,2,5,7,3,4,moyen
38,30,23.18,2,0,14,0,5,moyen
41,28,15.84,8,4,15,0,5,moyen
37,36,17.11,1,0,16,5,3,fort
43,43,18.68,0,0,8,0,0,très fort
43,29,12.11,5,5,2,5,1,moyen
33,24,13.79,3,1,10,5,2,moyen
31,19,23.06,8,2,9,2,4,moyen
32,25,24.16,7,0,6,4,4,moyen
34,32,16.48,1,0,9,2,4,fort
38,34,15.57,2,0,19,5,2,fort
40,31,15.52,7,1,19,5,3,moyen
38,26,16.98,9,3,1,2,1,moyen
38,25,24.7,10,3,8,2,1,moyen
32,23,19.18,1,3,16,3,0,moyen
29,28,18.83,1,0,14,6,4,moyen
36,28,17.26,6,0,3,3,0,moyen
42,35,17.27,0,3,4,3,4,moyen
32,27,20.4,5,0,19,0,4,moyen
36,22,12.34,5,4,3,5,5,moyen
43,28,18.42,2,5,0,3,3,moyen
39,37,23.75,0,2,20,6,2,fort
43,32,19.4,1,4,12,5,5,moyen
36,35,20.12,1,0,7,0,2,fort
43,38,16.69,3,2,18,1,3,moyen
43,40,24.39,3,0,8,2,1,moyen
35,32,22.17,0,3,3,6,5,moyen
31,26,24.21,5,0,14,4,1,moyen
44,27,22.57,8,2,6,0,4,moyen
29,24,18.27,4,0,11,4,5,moyen
41,28,23.21,3,3,16,2,3,moyen
30,21,20.44,7,2,16,6,2,moyen
39,29,24.92,3,5,12,1,2,moyen
37,35,17.52,0,2,8,2,2,fort
38,33,20.73,3,2,18,3,0,moyen
37,37,12.35,0,0,19,4,1,fort
36,29,20.52,4,0,2,0,3,moyen
40,34,15.8,6,0,6,3,0,moyen
33,21,14.04,9,2,6,0,3,moyen
32,26,14.8,1,5,4,6,0,moyen
30,25,19.65,1,4,14,2,2,moyen
34,24,19.24,1,4,14,0,4,moyen
44,42,24.38,0,0,14,3,1,fort
35,24,14.67,9,1,0,2,3,moyen
35,28,20.35,3,4,5,5,1,moyen
42,38,14.8,3,1,15,1,5,moyen
29,23,24.19,2,0,6,4,2,moyen
44,38,23.0,6,0,2,5,4,moyen
36,30,12.27,2,2,7,3,0,moyen
33,29,21.41,4,0,2,6,0,moyen
42,41,12.17,1,0,7,1,4,fort
39,26,23.24,9,0,15,5,4,moyen
35,34,21.25,1,0,16,6,4,fort
44,33,23.46,0,2,6,6,0,moyen
42,42,12.06,0,0,14,4,0,très fort
43,42,22.05,0,0,5,1,1,fort
35,28,18.27,3,0,19,4,4,moyen
40,24,12.32,0,3,19,1,0,moyen
38,30,24.9,5,2,0,5,2,moyen
34,22,24.24,5,0,17,1,1,moyen
44,27,24.57,10,4,18,2,4,moyen
44,38,22.39,0,5,17,1,1,moyen
38,37,20.95,1,0,1,1,0,fort
37,26,14.97,2,3,10,3,0,moyen
35,31,17.13,4,0,17,5,3,moyen
31,23,22.43,3,2,3,3,2,moyen
44,30,24.58,6,4,0,4,0,moyen
37,33,21.05,4,0,11,4,1,moyen
32,23,18.94,4,4,7,2,2,moyen
32,32,21.22,0,0,9,3,4,moyen
33,28,24.96,1,1,17,2,5,moyen
42,34,12.41,1,4,1,4,5,moyen
42,40,22.64,2,0,9,5,5,fort
35,25,13.52,3,2,4,6,1,moyen
29,18,16.06,5,4,4,2,5,moyen
38,36,21.05,2,0,0,1,2,fort
31,24,16.51,5,1,8,1,5,moyen
38,37,15.59,0,1,4,3,2,très fort
42,42,19.76,0,0,18,3,3,très fort
31,24,14.52,1,4,2,1,3,moyen
43,27,13.71,1,5,12,0,1,moyen
39,34,22.25,0,3,10,4,3,moyen
41,30,15.19,1,3,2,1,4,moyen
37,29,14.22,5,3,0,4,2,moyen
40,38,14.62,1,0,6,0,2,fort
29,20,24.46,8,0,3,6,3,moyen
34,30,18.68,0,2,13,6,2,fort
39,24,18.6,2,0,7,2,2,moyen
41,31,22.11,0,0,18,6,5,moyen
31,26,24.73,5,0,12,0,1,moyen
37,37,14.42,0,0,4,3,3,fort
38,25,22.27,6,0,5,2,5,moyen
30,28,16.33,0,0,3,5,4,moyen
39,33,23.75,0,0,19,0,2,moyen
37,33,16.71,3,0,3,1,3,moyen
30,23,19.54,7,0,20,5,5,moyen
30,24,16.45,0,4,0,2,1,moyen
33,20,12.12,1,4,13,3,1,moyen
33,21,24.35,10,0,4,1,1,moyen
42,36,21.56,6,0,16,6,3,moyen
34,24,16.7,10,0,19,6,2,moyen
30,30,18.68,0,0,2,0,3,moyen
41,37,18.63,0,0,12,6,0,très fort
41,36,23.52,5,0,12,3,2,moyen
32,25,23.23,0,5,11,6,1,moyen
43,32,16.37,7,1,18,1,1,moyen
33,27,21.44,0,0,18,3,0,moyen
42,41,15.16,0,1,17,0,1,très fort
38,36,20.57,1,0,0,4,0,fort
29,27,21.18,0,1,6,5,4,moyen
40,27,19.07,6,4,0,4,0,moyen
34,28,17.34,0,2,6,5,5,moyen
33,32,19.6,0,1,15,5,3,fort
36,36,20.97,0,0,15,1,1,fort
35,24,20.05,9,2,5,3,3,moyen
31,21,21.03,5,0,10,4,4,moyen
42,27,16.77,4,5,17,4,4,moyen
29,19,14.79,1,1,11,5,4,moyen
34,29,19.23,5,0,17,6,5,moyen
32,24,22.86,4,3,3,1,1,moyen
43,42,13.63,0,0,4,1,0,très fort
39,35,24.98,1,0,15,1,0,fort
29,19,19.41,10,0,0,4,3,moyen
44,34,15.37,4,0,18,6,1,moyen
34,32,17.03,2,0,20,2,0,fort
44,40,21.83,1,0,5,6,2,fort
32,20,22.04,8,0,20,0,5,moyen
30,20,22.89,8,0,3,5,3,moyen
36,25,16.56,3,4,1,2,1,moyen
33,28,18.28,0,1,4,2,3,moyen
36,31,22.49,3,1,11,3,4,moyen
39,28,15.82,1,5,8,2,0,moyen
38,27,17.52,1,2,10,5,2,moyen
42,37,16.82,0,2,18,0,1,fort
33,23,15.42,6,3,10,0,3,moyen
33,27,18.58,5,1,18,4,2,moyen
30,21,24.58,2,4,9,2,2,moyen
31,23,12.3,7,1,17,0,4,moyen
38,34,13.63,0,2,1,5,0,fort
36,29,12.87,2,2,17,3,1,moyen
35,22,24.94,3,3,8,6,1,moyen
33,24,14.64,3,2,5,3,4,moyen
38,27,13.36,5,5,3,2,2,moyen
32,26,23.63,3,0,2,6,0,moyen
35,26,12.09,9,0,5,4,4,moyen
36,25,21.13,6,1,4,3,0,moyen
34,24,20.02,2,1,13,2,5,moyen
32,21,23.29,9,0,10,3,3,moyen
38,32,24.34,6,0,9,5,1,moyen
41,35,19.94,5,1,5,2,3,moyen
38,35,23.8,3,0,9,5,4,moyen
41,26,13.45,3,0,5,0,0,moyen
40,31,21.42,4,4,18,3,3,moyen
44,33,12.62,6,2,5,0,4,moyen
40,31,19.43,4,2,14,5,4,moyen
31,27,20.1,1,2,18,1,3,moyen
35,24,16.02,6,5,13,6,3,moyen
44,38,12.17,5,0,15,5,4,moyen
43,28,18.21,9,3,7,4,0,moyen
31,31,20.48,0,0,18,0,2,moyen
34,34,14.51,0,0,20,3,0,fort
30,28,22.95,2,0,4,3,2,moyen
39,24,12.4,0,5,19,6,5,moyen
42,39,24.06,0,0,0,6,1,fort
36,31,18.1,4,0,16,2,1,moyen
42,26,19.53,3,4,19,0,3,moyen
32,32,23.46,0,0,14,1,3,moyen
33,31,13.75,2,0,2,3,1,fort
29,28,24.36,1,0,5,2,5,moyen
34,23,21.57,10,1,7,1,0,moyen
38,35,23.05,3,0,19,5,4,moyen
38,33,14.24,0,3,18,0,3,moyen
41,32,18.45,1,0,16,5,4,moyen
34,30,22.51,1,1,15,5,4,fort
43,39,20.08,3,1,19,6,4,moyen
40,27,22.27,9,0,0,4,2,moyen
42,27,12.14,9,2,7,1,3,moyen
31,20,23.73,3,5,9,2,2,moyen
37,26,24.38,9,2,16,0,1,moyen
42,37,20.74,2,3,7,1,3,moyen
33,20,22.54,3,1,0,6,2,moyen
37,33,17.01,3,0,0,1,3,moyen
33,22,15.76,4,3,5,1,3,moyen
33,31,18.14,2,0,7,4,4,fort
39,27,21.31,4,3,16,2,1,moyen
40,28,23.67,6,1,13,3,2,moyen
37,27,23.89,9,1,11,2,0,moyen
35,25,23.07,10,0,15,6,3,moyen
37,33,19.21,2,2,15,2,0,fort
35,34,15.11,1,0,8,2,5,fort
41,26,13.62,5,4,20,6,5,moyen
38,27,18.82,4,2,2,6,2,moyen
32,23,16.24,8,1,15,2,0,moyen
41,35,17.53,1,3,12,5,1,moyen
40,25,24.26,1,4,11,3,4,moyen
39,31,20.79,5,0,19,6,0,moyen
32,30,18.79,0,0,17,1,0,moyen
44,40,18.85,2,1,3,6,5,fort
44,33,13.71,1,0,17,3,4,moyen
37,25,16.1,2,2,19,4,1,moyen
34,31,20.27,2,1,10,0,4,fort
37,24,18.11,8,2,13,4,5,moyen
30,26,17.98,2,0,11,5,0,moyen
43,36,20.67,1,5,7,6,5,moyen
32,24,19.0,5,2,11,5,1,moyen
34,33,21.55,1,0,0,6,3,fort
41,38,13.24,1,2,0,3,5,fort
29,26,13.72,0,3,6,0,0,moyen
34,21,12.48,7,5,6,6,2,moyen
29,25,19.69,3,0,3,6,3,moyen
38,28,12.79,3,1,8,4,1,moyen
33,33,22.89,0,0,11,6,4,fort
32,30,21.19,2,0,19,4,3,moyen
40,24,19.39,3,1,19,1,2,moyen
34,25,17.8,8,0,15,3,5,moyen
44,39,15.98,0,5,2,3,2,moyen
33,32,15.43,1,0,13,6,3,fort
41,34,12.26,3,1,20,4,3,moyen
41,34,22.19,1,2,4,4,5,moyen
35,35,13.08,0,0,15,2,1,fort
42,39,23.24,0,1,18,5,0,fort
32,25,24.93,0,2,11,5,4,moyen
42,39,16.93,0,0,3,6,3,très fort
42,31,23.11,1,1,8,2,0,moyen
39,32,22.18,4,2,12,5,5,moyen
30,26,22.71,4,0,13,0,4,moyen
44,35,17.92,4,0,11,3,2,moyen
40,31,20.61,2,4,3,5,2,moyen
35,26,18.53,2,0,5,2,0,moyen
44,40,22.89,3,0,4,6,0,moyen
44,32,14.72,5,3,14,3,3,moyen
33,25,12.25,4,3,15,4,0,moyen
36,22,23.92,9,5,11,2,0,moyen
31,25,20.75,4,2,12,0,4,moyen
29,23,24.73,6,0,20,6,0,moyen
38,30,12.42,2,1,9,6,3,moyen
39,34,21.44,3,1,17,6,1,moyen
44,40,19.43,4,0,6,6,2,moyen
32,25,20.41,3,0,16,6,3,moyen
40,36,22.37,2,2,0,1,5,fort
37,33,17.84,2,2,8,6,0,fort
31,27,12.48,0,2,6,5,5,moyen
31,27,17.13,3,0,3,1,5,moyen
38,25,12.88,0,3,6,5,4,moyen
36,22,13.39,10,3,7,6,4,moyen
41,38,17.46,0,1,11,0,4,très fort
42,41,22.16,0,0,18,4,3,fort
33,29,18.94,0,4,6,2,0,moyen
31,20,15.11,3,0,11,6,0,moyen
41,25,17.01,10,0,14,3,0,moyen
31,31,12.85,0,0,5,1,0,moyen
31,30,17.59,1,0,14,4,5,moyen
39,28,23.28,7,3,18,3,1,moyen
42,29,21.49,0,4,3,5,5,moyen
31,21,20.6,2,1,3,2,1,moyen
32,22,15.07,4,3,8,5,2,moyen
41,30,13.54,8,1,13,4,1,moyen
29,29,20.63,0,0,10,3,4,moyen
35,26,18.03,8,1,7,1,2,moyen
32,24,14.14,2,3,5,4,3,moyen
44,44,23.81,0,0,4,5,2,fort
40,32,22.72,8,0,1,3,2,moyen
29,24,17.48,5,0,3,3,4,moyen
36,29,14.76,0,5,2,5,5,moyen
38,24,12.66,2,1,8,5,3,moyen
34,30,22.27,0,0,1,3,4,fort
37,31,16.31,2,2,5,4,5,moyen
38,37,22.38,1,0,20,3,3,fort
41,40,15.54,0,0,1,1,0,très fort
37,26,13.1,5,1,4,6,0,moyen
30,19,14.07,8,2,8,3,1,moyen
32,31,15.13,1,0,16,6,5,moyen
44,37,20.71,0,4,0,5,3,moyen
37,35,19.83,1,0,7,1,5,fort
31,21,15.52,10,0,13,4,5,moyen
44,34,14.36,0,5,14,4,0,moyen
41,41,21.81,0,0,12,3,3,fort
33,30,24.77,1,1,13,0,1,fort
40,40,14.82,0,0,11,2,0,très fort
31,20,18.9,6,4,6,4,0,moyen
33,30,18.14,2,1,1,6,4,fort
37,37,19.87,0,0,2,1,3,fort
41,40,22.06,1,0,14,5,1,fort
44,33,22.51,7,4,7,1,3,moyen
32,20,16.71,1,0,18,4,4,moyen
38,35,13.42,2,0,15,6,4,fort
29,18,17.47,6,2,13,2,2,moyen
30,25,21.94,1,4,18,1,1,moyen
32,25,24.82,6,1,8,2,1,moyen
40,38,14.56,0,1,2,5,3,très fort
31,29,15.04,2,0,11,2,4,moyen
42,34,13.16,7,0,13,5,5,moyen
37,34,22.81,0,0,17,1,3,fort
33,23,16.36,0,2,10,3,2,moyen
34,31,23.97,2,1,11,0,3,fort
33,22,23.48,2,3,11,2,4,moyen
38,37,23.25,0,0,20,0,3,fort
43,38,19.26,3,2,0,6,5,moyen
36,26,21.32,2,3,19,4,0,moyen
40,39,14.41,0,0,8,1,2,très fort
37,24,15.19,4,1,3,1,2,moyen
30,18,22.27,0,3,19,6,2,moyen
39,36,23.86,1,1,19,5,4,fort
33,32,24.14,1,0,13,3,1,fort
35,32,18.23,0,3,19,0,3,moyen
44,41,17.64,2,0,0,5,4,fort
30,28,21.83,0,0,20,0,1,moyen
33,25,23.13,3,5,18,3,2,moyen
34,25,14.9,7,0,16,5,2,moyen
30,25,18.0,1,1,15,4,5,moyen
33,21,20.49,10,0,20,0,5,moyen
39,37,13.67,2,0,15,5,5,fort
36,36,23.64,0,0,19,3,4,fort
33,23,14.27,3,3,11,1,3,moyen
36,27,19.9,5,1,11,5,4,moyen
32,20,18.39,3,2,20,3,5,moyen
36,26,23.35,9,0,11,2,1,moyen
30,18,21.65,4,1,11,6,4,moyen
36,27,22.54,2,5,8,1,1,moyen
42,37,24.22,2,2,18,1,0,fort
29,26,12.9,1,1,4,6,2,moyen
39,36,23.86,0,0,2,0,4,fort
39,33,18.81,5,0,5,3,0,moyen
38,26,23.83,8,1,14,2,5,moyen
32,23,21.39,2,1,11,3,3,moyen
40,36,22.49,1,2,12,5,4,fort
29,25,23.57,0,2,7,6,5,moyen
33,31,19.54,0,2,4,6,4,fort
32,25,24.05,5,0,18,4,3,moyen
33,20,20.96,3,4,7,4,5,moyen
34,26,14.43,3,4,2,6,2,moyen
31,29,15.24,0,0,20,4,1,moyen
42,31,24.35,5,0,12,2,5,moyen
34,29,24.17,0,5,17,0,2,moyen
33,32,17.21,1,0,18,1,1,fort
33,22,22.78,3,2,2,0,5,moyen
44,34,19.4,5,3,19,1,1,moyen
39,35,24.68,0,3,3,3,2,moyen
37,33,15.91,0,0,3,6,3,fort
29,25,15.93,4,0,6,4,2,moyen
41,37,18.63,2,0,19,1,3,fort
42,26,16.24,5,5,12,4,2,moyen
32,31,24.42,0,0,12,6,0,moyen
34,23,23.26,5,4,8,1,2,moyen
44,33,16.63,3,4,15,5,3,moyen
29,19,25.0,8,1,18,4,3,moyen
43,29,19.03,7,1,1,0,5,moyen
31,24,24.54,4,3,5,6,2,moyen
43,35,16.43,3,0,1,4,1,moyen
31,30,23.7,0,1,5,6,4,moyen
37,24,23.17,10,1,19,2,4,moyen
41,32,16.44,1,3,13,1,3,moyen
36,36,23.14,0,0,16,4,5,fort
33,26,13.09,6,0,5,0,5,moyen
31,31,20.88,0,0,5,3,1,moyen
35,33,18.41,2,0,1,6,5,fort
31,19,15.62,3,2,13,5,4,moyen
34,32,17.95,0,2,10,4,1,fort
34,25,13.69,6,3,6,1,5,moyen
44,30,17.54,2,3,14,0,4,moyen
44,33,21.03,7,2,20,2,4,moyen
33,31,20.15,2,0,15,1,5,fort
32,22,14.18,8,2,20,5,3,moyen
40,24,14.44,7,2,6,0,3,moyen
44,40,12.76,2,1,5,4,3,fort
44,36,18.22,2,0,6,2,2,moyen
34,26,18.32,3,1,19,4,3,moyen
40,31,21.29,6,2,14,1,2,moyen
39,34,20.1,4,0,3,5,3,moyen
39,26,18.95,1,1,7,0,0,moyen
36,22,20.37,4,2,11,0,0,moyen
29,18,18.42,9,2,9,5,5,moyen
31,25,15.07,1,0,6,1,0,moyen
35,28,16.8,6,1,8,1,3,moyen
40,37,17.07,0,3,11,1,3,moyen
34,26,17.76,5,0,20,4,4,moyen
30,27,17.47,2,1,6,3,0,moyen
40,31,22.11,5,0,20,1,1,moyen
36,25,16.58,9,1,20,5,3,moyen
29,23,22.76,0,2,15,0,1,moyen
29,29,18.73,0,0,6,2,3,moyen
31,23,13.43,1,3,5,2,1,moyen
31,26,13.01,0,5,18,3,4,moyen
30,20,21.54,1,3,19,6,3,moyen
33,24,22.61,6,1,19,2,2,moyen
42,41,18.78,0,1,9,1,3,très fort
42,36,20.73,3,1,6,4,3,moyen
42,26,17.1,0,4,16,2,1,moyen
32,32,24.69,0,0,1,2,4,moyen
43,38,17.44,2,1,7,3,0,fort
40,29,18.46,7,3,11,5,3,moyen
36,27,21.65,9,0,7,3,2,moyen
43,35,23.39,4,3,12,5,4,moyen
31,20,19.02,0,4,19,2,3,moyen
40,38,16.69,2,0,17,6,1,fort
36,28,16.83,2,1,5,0,0,moyen
34,30,16.1,0,1,19,0,0,fort
40,39,17.32,0,1,15,3,4,très fort
29,28,13.11,0,0,19,1,5,moyen
44,38,21.73,4,1,20,5,1,moyen
44,39,14.19,4,1,7,1,0,moyen
38,30,13.93,0,3,2,2,4,moyen
41,39,13.27,0,2,12,5,5,fort
32,23,19.73,0,5,11,0,1,moyen
29,24,24.64,2,2,8,2,4,moyen
42,27,13.45,0,4,3,1,5,moyen
34,29,19.11,1,4,20,3,5,moyen
39,39,15.04,0,0,19,4,3,très fort
30,19,23.93,10,1,13,5,4,moyen
29,22,15.22,0,5,0,3,1,moyen
42,39,23.22,3,0,20,4,4,moyen
40,28,18.78,5,4,9,2,1,moyen
30,27,22.61,0,3,18,3,0,moyen
30,20,23.96,1,3,7,3,5,moyen
31,26,23.26,5,0,5,5,3,moyen
35,27,18.79,8,0,10,2,3,moyen
33,25,21.17,2,2,2,1,4,moyen
34,25,23.93,4,4,7,3,4,moyen
35,22,18.58,2,2,9,6,0,moyen
35,34,13.54,1,0,15,4,1,fort
38,35,23.37,3,0,1,0,4,moyen
37,25,21.59,7,4,17,0,1,moyen
41,29,14.74,8,0,7,5,0,moyen
44,31,20.33,3,0,12,5,2,moyen
35,23,19.48,0,2,0,2,5,moyen
38,35,22.28,0,2,17,1,0,fort
36,23,12.13,9,3,2,6,3,moyen
29,18,16.03,3,5,9,1,1,moyen
40,39,24.69,0,1,15,2,2,fort
31,28,16.13,1,1,9,0,4,moyen
33,31,21.76,1,0,20,6,3,fort
33,23,12.99,8,0,10,2,5,moyen
41,32,16.11,6,1,16,4,1,moyen
32,25,12.53,1,1,11,3,0,moyen
42,40,23.36,0,2,15,4,4,fort
37,28,15.3,6,0,19,2,3,moyen
34,31,12.69,0,1,4,3,2,fort
36,25,21.0,7,4,20,3,0,moyen
32,28,22.34,1,3,16,5,4,moyen
42,41,13.16,1,0,14,0,1,fort
44,36,20.08,7,0,18,1,0,moyen
38,32,20.47,0,1,6,0,2,moyen
34,31,16.85,1,2,4,1,5,fort
37,33,19.88,1,2,17,4,4,fort
40,31,20.32,2,3,16,1,5,moyen
33,33,18.24,0,0,20,5,2,fort
32,22,15.91,0,5,10,1,0,moyen
39,26,23.7,9,4,0,3,0,moyen
37,32,16.42,3,2,0,4,0,moyen
34,26,13.77,2,3,17,6,1,moyen
41,31,22.28,5,2,4,1,2,moyen
29,20,21.61,2,4,0,3,5,moyen
38,31,14.36,1,1,5,6,4,moyen
36,28,15.63,1,4,14,0,0,moyen
30,28,14.21,0,1,2,2,0,moyen
31,24,12.97,3,2,4,2,1,moyen
30,22,19.42,0,1,9,3,1,moyen
43,42,19.1,0,0,3,0,2,très fort
30,21,24.66,2,4,14,3,5,moyen
35,23,14.64,3,5,10,6,1,moyen
35,21,19.64,5,4,6,3,5,moyen
43,29,24.36,8,4,0,5,4,moyen
42,33,19.25,3,3,12,6,1,moyen
36,35,23.65,1,0,5,5,4,fort
43,31,16.89,5,1,16,2,5,moyen
44,36,19.72,4,3,7,0,4,moyen
29,23,20.38,4,2,9,5,0,moyen
36,36,16.39,0,0,13,0,4,fort
33,28,20.16,4,1,7,0,4,moyen
37,34,21.66,2,0,4,2,3,fort
39,36,23.39,2,1,18,1,0,fort
32,21,21.64,3,5,14,4,2,moyen
34,21,12.09,9,0,10,3,5,moyen
31,22,14.94,3,2,0,5,3,moyen
39,37,15.38,2,0,5,2,1,fort
37,30,18.63,3,3,11,0,4,moyen
38,27,15.25,3,3,9,0,3,moyen
33,29,16.87,4,0,11,2,1,moyen
41,35,16.4,5,1,11,1,3,moyen
34,34,20.81,0,0,4,1,5,fort
31,25,19.7,0,0,5,4,0,moyen
30,24,22.92,5,1,6,5,0,moyen
40,38,24.25,1,1,1,2,2,fort
31,30,24.58,0,0,1,1,2,moyen
32,21,19.82,9,1,20,6,2,moyen
40,25,22.67,10,4,17,1,1,moyen
39,24,15.32,6,4,4,1,0,moyen
42,26,14.09,7,1,4,3,3,moyen
30,28,15.24,1,0,8,0,5,moyen
36,26,20.51,9,1,4,0,1,moyen
36,27,20.74,0,5,10,0,4,moyen
35,22,12.24,0,2,10,0,0,moyen
38,38,12.66,0,0,15,0,2,très fort
29,23,18.12,4,2,5,5,3,moyen
36,35,13.79,0,1,18,6,5,fort
39,39,12.88,0,0,14,4,4,très fort
44,34,17.33,3,4,8,4,3,moyen
35,35,18.52,0,0,7,6,4,fort
44,42,15.45,1,0,7,2,0,fort
43,38,22.9,4,0,12,2,5,moyen
29,22,16.59,4,3,7,5,3,moyen
35,35,17.75,0,0,7,5,0,fort
35,25,19.17,3,3,7,4,4,moyen
31,29,12.63,0,1,12,2,4,moyen
30,29,21.26,1,0,20,1,5,moyen
42,36,15.11,4,2,6,0,5,moyen
39,34,18.0,2,3,14,2,3,moyen
38,34,20.06,0,3,7,0,2,moyen
38,24,15.52,8,4,8,5,0,moyen
44,42,21.88,1,1,15,0,3,fort
29,21,12.69,0,0,1,4,5,moyen
34,32,24.77,1,0,7,0,2,fort
34,21,15.82,0,0,17,1,1,moyen
30,24,12.9,1,5,9,0,5,moyen
33,24,14.85,7,2,8,2,1,moyen
33,21,22.3,9,0,17,5,2,moyen
30,26,14.06,3,0,11,5,3,moyen
44,37,17.79,2,3,1,6,4,moyen
30,26,24.32,4,0,15,1,5,moyen
43,41,13.43,2,0,18,4,2,fort
44,32,20.14,4,4,17,2,1,moyen
33,26,18.34,5,1,16,0,2,moyen
42,28,18.15,0,2,10,4,1,moyen
30,23,20.52,7,0,15,3,5,moyen
30,30,15.31,0,0,13,5,5,moyen
33,31,13.85,2,0,7,1,1,fort
29,19,23.28,5,0,10,5,1,moyen
30,29,13.67,1,0,5,4,0,moyen
34,26,13.39,5,1,18,0,5,moyen
44,30,15.84,1,4,14,2,4,moyen
31,29,21.99,2,0,16,1,3,moyen
36,34,19.65,0,1,5,1,3,fort
42,35,14.67,4,0,19,3,2,moyen
29,20,18.12,5,1,16,5,5,moyen
36,31,15.49,5,0,19,0,5,moyen
30,19,18.66,2,5,0,4,1,moyen
29,25,18.9,0,2,19,1,2,moyen
43,36,19.98,2,3,6,5,0,moyen
35,31,22.33,1,2,3,4,0,fort
38,30,14.0,4,0,10,3,2,moyen
44,30,22.73,10,0,5,2,2,moyen
34,33,21.69,0,0,5,4,0,fort
34,21,19.15,10,0,19,6,0,moyen
34,24,14.73,1,0,16,3,3,moyen
29,29,19.9,0,0,9,5,2,moyen
33,21,22.35,6,2,1,5,1,moyen
42,36,18.67,2,4,16,1,5,moyen
29,18,24.59,7,0,12,5,3,moyen
41,33,16.79,3,4,13,1,1,moyen
29,28,17.48,0,1,17,6,1,moyen
31,29,15.21,1,0,19,1,4,moyen
39,39,23.32,0,0,3,5,1,fort
34,33,20.47,0,1,19,0,1,fort
43,30,24.16,2,4,18,4,0,moyen
29,28,21.45,1,0,17,1,5,moyen
38,23,18.58,9,1,0,1,3,moyen
